day_of_year,sea_temperature
86,29.821428571428573
93,29.61428533281599
100,29.62857164655413
107,30.28714288984026
114,30.10857173374721
121,29.778571810041154
128,29.787142617361887
135,29.591428756713867
142,29.38428579057966
149,30.00857162475586
156,30.227142606462753
163,29.89428574698312
170,28.872856957571848
177,29.608571188790457
184,29.6257141658238
191,29.278571265084402
198,29.630000250680105
205,30.117142813546316
212,29.621428898402623
219,29.25714247567313
226,29.207142966134207
233,29.452857153756277
240,29.76285716465541
247,29.715714045933314
254,29.17714282444545
261,29.40999957493373
268,29.788571493966238
275,29.37000002179827
282,28.707142693655832
289,30.069999967302596
296,29.082857404436385
303,29.034285681588308
310,29.252856935773575
317,29.917142868041992
324,29.11142839704241
331,29.625714438302175
338,28.877143042428152
345,29.985714503696986
352,29.69285719735282
359,29.738571439470565
1,29.698571341378347
8,29.98714283534459
15,28.995713915143693
22,28.652857099260604
29,28.3742858341762
36,29.565714154924667
43,29.722857066563197
50,29.64428574698312
57,29.808571406773158
64,30.23428589957101
71,30.271428516932897
78,30.34428542000907
85,29.84714262826102
92,29.977142606462753
99,30.1242858341762
106,30.24428585597447
113,31.184285845075333
120,30.439999989100865
127,30.339999880109513
134,29.960000446864537
141,30.91428538731166
148,30.14999989100865
155,30.75857162475586
162,30.452857153756277
169,30.178571156093053
176,29.848571232387
183,29.205714089529856
190,29.498571395874023
197,29.92714282444545
204,30.1257141658238
211,29.592857360839844
218,29.887142998831614
225,29.171428680419922
232,29.097142900739396
239,29.09142848423549
246,29.49142864772252
253,29.401428495134628
