# x        y
0.0	-11.012045413157558
0.2	-8.432033772071776
0.4	-5.381732877977043
0.6	-4.656497565299236
0.8	-1.4899488585853737
1.0	2.9515426720957123
1.2	0.5001621624289599
1.4	2.8183357421397615
1.6	0.9228788126367458
1.8	1.2706385830131157
2.0	1.996103205888422
2.2	3.4228377701629977
2.4	1.5178494832981666
2.6	0.5535644526853538
2.8	2.001220576271816
3.0	-1.7469385909878854
3.2	0.6781158656674302
3.4	-1.0580609118717992
3.6	-4.132547416763728
3.8	0.32087455331744386
4.0	0.45268230510952756
4.2	2.5336236045777634
4.4	2.6532138889355723
4.6	2.335660732552724
4.8	4.750302934628362
5.0	8.930852895828872
